,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,121.38875579833984,166.03729248046875,160.56991577148438,141.66531372070312,133.25613403320312,163.29510498046875,147.02243041992188,148.5740966796875,141.41049194335938,155.79527282714844,129.5772705078125,161.89675903320312,148.2466583251953,136.47659301757812,151.112060546875,144.5210723876953,151.18289184570312,166.96292114257812,138.78785705566406,148.29052734375
1,126.59697723388672,160.37815856933594,168.51821899414062,149.80361938476562,139.55810546875,157.6941680908203,147.74119567871094,154.76510620117188,155.57554626464844,151.0378875732422,136.20108032226562,168.385498046875,143.2592315673828,147.15765380859375,155.99200439453125,152.2762451171875,167.20712280273438,165.18887329101562,134.08920288085938,137.95030212402344
2,122.11162567138672,166.0958251953125,160.9324951171875,141.95529174804688,139.66595458984375,167.92172241210938,155.31263732910156,159.7333526611328,145.58224487304688,161.72836303710938,137.08834838867188,166.97015380859375,144.61557006835938,141.56028747558594,154.97116088867188,148.92776489257812,160.14828491210938,175.70510864257812,146.204833984375,137.19602966308594
3,125.82382202148438,162.67843627929688,164.46397399902344,143.62554931640625,135.85580444335938,172.96839904785156,150.31747436523438,153.950927734375,152.21957397460938,157.8250732421875,140.30648803710938,165.50335693359375,140.4619903564453,145.4179229736328,159.31886291503906,145.6961669921875,157.43792724609375,169.84861755371094,130.484375,143.80392456054688
4,121.89325714111328,162.66041564941406,160.56515502929688,151.89877319335938,139.986083984375,169.04165649414062,155.4177703857422,153.56048583984375,149.12774658203125,146.77195739746094,138.97164916992188,164.91055297851562,152.24212646484375,137.39157104492188,151.14981079101562,143.43988037109375,165.319580078125,166.08863830566406,134.5644989013672,138.9521026611328
5,123.33631896972656,169.25762939453125,169.15296936035156,143.86001586914062,134.62380981445312,163.52174377441406,140.01388549804688,160.26852416992188,142.9825897216797,157.3143310546875,127.84417724609375,165.71144104003906,138.61346435546875,141.13339233398438,152.92794799804688,150.17669677734375,159.630859375,161.49346923828125,131.06826782226562,140.14401245117188
6,119.37161254882812,166.2577362060547,160.7221221923828,142.08773803710938,137.90167236328125,162.86117553710938,142.96478271484375,160.00103759765625,146.17991638183594,160.7987060546875,131.84478759765625,162.59130859375,145.51412963867188,142.46127319335938,154.23770141601562,137.3082733154297,157.85887145996094,167.61825561523438,130.47372436523438,138.66537475585938
7,116.98143005371094,163.0450439453125,163.04331970214844,145.59793090820312,147.30584716796875,171.30755615234375,151.33108520507812,167.673828125,139.78271484375,152.48573303222656,129.93276977539062,162.6609649658203,145.47354125976562,135.55126953125,159.62533569335938,135.77206420898438,157.8780517578125,166.01187133789062,141.8056640625,136.8333740234375
8,122.30369567871094,167.468017578125,168.68490600585938,148.813720703125,137.95968627929688,168.5713653564453,148.28981018066406,162.42349243164062,143.22909545898438,145.81124877929688,138.87542724609375,160.56414794921875,149.04693603515625,143.68544006347656,161.16159057617188,151.63006591796875,160.56834411621094,169.0665283203125,132.7144775390625,140.49183654785156
9,124.83927154541016,166.88174438476562,166.80776977539062,151.78530883789062,136.1615447998047,174.149169921875,144.51348876953125,157.90093994140625,146.21180725097656,154.13772583007812,133.68833923339844,166.397705078125,150.5487060546875,142.74972534179688,161.56295776367188,148.238525390625,161.03546142578125,161.32696533203125,138.71939086914062,135.90493774414062
