,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.9985871911048889,0.9986816644668579,0.9986874461174011,0.9987452030181885,0.9987485408782959,0.9987386465072632,0.9986128807067871,0.9987230896949768,0.9988545179367065,0.9988626837730408,0.9987626671791077,0.9987531900405884,0.9987207651138306,0.9986902475357056,0.9987012147903442,0.9987618327140808,0.998529314994812,0.998929500579834,0.9989023208618164
1,0.9985871911048889,1.0,0.998093843460083,0.9979231953620911,0.9980002641677856,0.9981158971786499,0.9981105327606201,0.9979428052902222,0.9978395104408264,0.9980945587158203,0.9980567693710327,0.9980027079582214,0.9980461597442627,0.9978362321853638,0.9979634284973145,0.9980707168579102,0.9980365037918091,0.9979255795478821,0.9982559680938721,0.998325765132904
2,0.9986816644668579,0.998093843460083,1.0,0.9980348348617554,0.9980080723762512,0.9981576204299927,0.9979519248008728,0.997931957244873,0.9978426694869995,0.998157262802124,0.9981626272201538,0.9981522560119629,0.9981131553649902,0.9980275630950928,0.9980770349502563,0.9980982542037964,0.9980694651603699,0.997967004776001,0.9983192682266235,0.9982751607894897
3,0.9986874461174011,0.9979231953620911,0.9980348348617554,1.0,0.9980141520500183,0.9981884360313416,0.9979516863822937,0.9980109333992004,0.9979080557823181,0.9981033802032471,0.9981166124343872,0.9979315996170044,0.9979941844940186,0.9980529546737671,0.9979970455169678,0.997944712638855,0.9979227781295776,0.9977254867553711,0.9981105923652649,0.9982698559761047
4,0.9987452030181885,0.9980002641677856,0.9980080723762512,0.9980141520500183,1.0,0.9981005191802979,0.9979770183563232,0.9979178309440613,0.9979236125946045,0.9981894493103027,0.998239278793335,0.9980716109275818,0.9981433749198914,0.9980136156082153,0.998072624206543,0.9980207681655884,0.9979286789894104,0.9978271722793579,0.9982692003250122,0.9981706142425537
5,0.9987485408782959,0.9981158971786499,0.9981576204299927,0.9981884360313416,0.9981005191802979,1.0,0.9980196952819824,0.9980506896972656,0.9979032278060913,0.9982048869132996,0.9982226490974426,0.9980360865592957,0.9981518983840942,0.9979921579360962,0.9980347752571106,0.9980213642120361,0.9981116056442261,0.9978044629096985,0.9982173442840576,0.9983136057853699
6,0.9987386465072632,0.9981105327606201,0.9979519248008728,0.9979516863822937,0.9979770183563232,0.9980196952819824,1.0,0.9979830980300903,0.9981129169464111,0.9982456564903259,0.9980732202529907,0.9982081055641174,0.9981434941291809,0.9980090260505676,0.9979731440544128,0.9980430603027344,0.9980019330978394,0.9980400204658508,0.9981902837753296,0.9983088970184326
7,0.9986128807067871,0.9979428052902222,0.997931957244873,0.9980109333992004,0.9979178309440613,0.9980506896972656,0.9979830980300903,1.0,0.997839093208313,0.9980782270431519,0.9981733560562134,0.9978964328765869,0.9980856776237488,0.998052179813385,0.9979979395866394,0.998031497001648,0.998100996017456,0.9978294372558594,0.9979965686798096,0.998282253742218
8,0.9987230896949768,0.9978395104408264,0.9978426694869995,0.9979080557823181,0.9979236125946045,0.9979032278060913,0.9981129169464111,0.997839093208313,1.0,0.9979997277259827,0.9981191158294678,0.9979860186576843,0.9978365898132324,0.9979386329650879,0.9979028701782227,0.9979398846626282,0.9979628920555115,0.9977567791938782,0.9981293082237244,0.9981536865234375
9,0.9988545179367065,0.9980945587158203,0.998157262802124,0.9981033802032471,0.9981894493103027,0.9982048869132996,0.9982456564903259,0.9980782270431519,0.9979997277259827,1.0,0.998242199420929,0.9981381893157959,0.9983078837394714,0.9982325434684753,0.9980056881904602,0.998163640499115,0.9981721639633179,0.9979383945465088,0.9982538223266602,0.9983039498329163
10,0.9988626837730408,0.9980567693710327,0.9981626272201538,0.9981166124343872,0.998239278793335,0.9982226490974426,0.9980732202529907,0.9981733560562134,0.9981191158294678,0.998242199420929,1.0,0.9981099367141724,0.9982426762580872,0.9981251955032349,0.998207688331604,0.9980553388595581,0.9980785846710205,0.9978818893432617,0.9983028173446655,0.9984044432640076
11,0.9987626671791077,0.9980027079582214,0.9981522560119629,0.9979315996170044,0.9980716109275818,0.9980360865592957,0.9982081055641174,0.9978964328765869,0.9979860186576843,0.9981381893157959,0.9981099367141724,1.0,0.9980559945106506,0.9979432225227356,0.9981158375740051,0.9979860186576843,0.9979883432388306,0.9980512261390686,0.9983367919921875,0.9982580542564392
12,0.9987531900405884,0.9980461597442627,0.9981131553649902,0.9979941844940186,0.9981433749198914,0.9981518983840942,0.9981434941291809,0.9980856776237488,0.9978365898132324,0.9983078837394714,0.9982426762580872,0.9980559945106506,1.0,0.9980037212371826,0.9981024861335754,0.9980628490447998,0.9980988502502441,0.9981885552406311,0.9982898831367493,0.9983071088790894
13,0.9987207651138306,0.9978362321853638,0.9980275630950928,0.9980529546737671,0.9980136156082153,0.9979921579360962,0.9980090260505676,0.998052179813385,0.9979386329650879,0.9982325434684753,0.9981251955032349,0.9979432225227356,0.9980037212371826,1.0,0.9978793859481812,0.9979268908500671,0.9980303049087524,0.9976451396942139,0.9982137680053711,0.9982550144195557
14,0.9986902475357056,0.9979634284973145,0.9980770349502563,0.9979970455169678,0.998072624206543,0.9980347752571106,0.9979731440544128,0.9979979395866394,0.9979028701782227,0.9980056881904602,0.998207688331604,0.9981158375740051,0.9981024861335754,0.9978793859481812,1.0,0.9980276823043823,0.997896671295166,0.9978182911872864,0.9982014894485474,0.9982263445854187
15,0.9987012147903442,0.9980707168579102,0.9980982542037964,0.997944712638855,0.9980207681655884,0.9980213642120361,0.9980430603027344,0.998031497001648,0.9979398846626282,0.998163640499115,0.9980553388595581,0.9979860186576843,0.9980628490447998,0.9979268908500671,0.9980276823043823,1.0,0.9980624914169312,0.9979268312454224,0.9982168078422546,0.9983022809028625
16,0.9987618327140808,0.9980365037918091,0.9980694651603699,0.9979227781295776,0.9979286789894104,0.9981116056442261,0.9980019330978394,0.998100996017456,0.9979628920555115,0.9981721639633179,0.9980785846710205,0.9979883432388306,0.9980988502502441,0.9980303049087524,0.997896671295166,0.9980624914169312,1.0,0.9980186223983765,0.9982291460037231,0.998239278793335
17,0.998529314994812,0.9979255795478821,0.997967004776001,0.9977254867553711,0.9978271722793579,0.9978044629096985,0.9980400204658508,0.9978294372558594,0.9977567791938782,0.9979383945465088,0.9978818893432617,0.9980512261390686,0.9981885552406311,0.9976451396942139,0.9978182911872864,0.9979268312454224,0.9980186223983765,0.9999999403953552,0.9981025457382202,0.9981666207313538
18,0.998929500579834,0.9982559680938721,0.9983192682266235,0.9981105923652649,0.9982692003250122,0.9982173442840576,0.9981902837753296,0.9979965686798096,0.9981293082237244,0.9982538223266602,0.9983028173446655,0.9983367919921875,0.9982898831367493,0.9982137680053711,0.9982014894485474,0.9982168078422546,0.9982291460037231,0.9981025457382202,1.0,0.998485267162323
19,0.9989023208618164,0.998325765132904,0.9982751607894897,0.9982698559761047,0.9981706142425537,0.9983136057853699,0.9983088970184326,0.998282253742218,0.9981536865234375,0.9983039498329163,0.9984044432640076,0.9982580542564392,0.9983071088790894,0.9982550144195557,0.9982263445854187,0.9983022809028625,0.998239278793335,0.9981666207313538,0.998485267162323,1.0
