,0,1,2,3,4,5,6,7,8,9
0,0.17371398210525513,0.24111880362033844,0.19307199120521545,0.1749293953180313,0.18842315673828125,0.19474107027053833,0.19499418139457703,0.16494569182395935,0.16979748010635376,0.18222010135650635
1,0.3025174140930176,0.24861088395118713,0.34387311339378357,0.28379929065704346,0.33296656608581543,0.3822591006755829,0.3676421642303467,0.28319814801216125,0.32674917578697205,0.33669349551200867
2,0.23379069566726685,0.31421443819999695,0.31413722038269043,0.2923455834388733,0.40337374806404114,0.3567053973674774,0.3689771294593811,0.36148929595947266,0.35976719856262207,0.3551262617111206
3,0.27727726101875305,0.2781692147254944,0.30501580238342285,0.2900339961051941,0.3148025572299957,0.31815364956855774,0.2958190143108368,0.31609416007995605,0.27996712923049927,0.28647109866142273
4,0.30862438678741455,0.34481552243232727,0.28908196091651917,0.35042238235473633,0.2191452533006668,0.31099382042884827,0.31846413016319275,0.28901636600494385,0.3037641644477844,0.3567560911178589
5,0.26842907071113586,0.3665805160999298,0.3038841485977173,0.36253559589385986,0.27696070075035095,0.2023620754480362,0.3316260278224945,0.3425545394420624,0.273490846157074,0.3035745620727539
6,0.2743462026119232,0.41300201416015625,0.3076208233833313,0.3219231963157654,0.32022035121917725,0.4303968548774719,0.22894743084907532,0.3005546033382416,0.32694149017333984,0.25403422117233276
7,0.26503250002861023,0.30204612016677856,0.3392641246318817,0.36257654428482056,0.3148285746574402,0.3077027201652527,0.3091250956058502,0.20505180954933167,0.2969317138195038,0.3369807004928589
8,0.3097323179244995,0.32302746176719666,0.3485892117023468,0.37632256746292114,0.32821667194366455,0.31500694155693054,0.359414666891098,0.3797130584716797,0.23174862563610077,0.3609316349029541
9,0.26883983612060547,0.29069381952285767,0.3118109703063965,0.3430035710334778,0.29486212134361267,0.30881795287132263,0.29068732261657715,0.2669675648212433,0.2806694209575653,0.23670357465744019
