,0,1,2,3,4,5,6,7,8,9
0,1.0,0.972876787185669,0.9727181792259216,0.9742551445960999,0.9744412899017334,0.9750552177429199,0.9749056100845337,0.9750798940658569,0.9744173288345337,0.9742887020111084
1,0.972876787185669,1.0,0.9680999517440796,0.9686509370803833,0.9678023457527161,0.9686113595962524,0.9684502482414246,0.9681277275085449,0.9690014123916626,0.9696381092071533
2,0.9727181792259216,0.9680999517440796,1.0,0.9672964215278625,0.9673559069633484,0.9679060578346252,0.9671205878257751,0.9690109491348267,0.9667810797691345,0.9680579900741577
3,0.9742551445960999,0.9686509370803833,0.9672964215278625,1.0,0.9698188304901123,0.9717727899551392,0.9693459868431091,0.9679678678512573,0.9687814116477966,0.970046877861023
4,0.9744412899017334,0.9678023457527161,0.9673559069633484,0.9698188304901123,1.0,0.9706662893295288,0.9690459370613098,0.9679095149040222,0.9695273041725159,0.9690245389938354
5,0.9750552177429199,0.9686113595962524,0.9679060578346252,0.9717727899551392,0.9706662893295288,1.0,0.9696709513664246,0.9683310985565186,0.9692063927650452,0.9699963927268982
6,0.9749056100845337,0.9684502482414246,0.9671205878257751,0.9693459868431091,0.9690459370613098,0.9696709513664246,1.0,0.9693915843963623,0.9697275161743164,0.9697095155715942
7,0.9750798940658569,0.9681277275085449,0.9690109491348267,0.9679678678512573,0.9679095149040222,0.9683310985565186,0.9693915843963623,1.0,0.968900203704834,0.9691652059555054
8,0.9744173288345337,0.9690014123916626,0.9667810797691345,0.9687814116477966,0.9695273041725159,0.9692063927650452,0.9697275161743164,0.968900203704834,1.0,0.9695210456848145
9,0.9742887020111084,0.9696381092071533,0.9680579900741577,0.970046877861023,0.9690245389938354,0.9699963927268982,0.9697095155715942,0.9691652059555054,0.9695210456848145,1.0
