,0,1,2,3,4,5,6,7,8,9
0,36.1591796875,37.80274200439453,37.841060638427734,34.52425003051758,32.669456481933594,34.170982360839844,32.06003952026367,36.90644073486328,33.682437896728516,33.833580017089844
1,32.787574768066406,39.407081604003906,38.868778228759766,33.22276306152344,29.713342666625977,35.401763916015625,33.4117431640625,39.386634826660156,35.16858673095703,33.51100540161133
2,34.551143646240234,38.290252685546875,37.50716018676758,36.479736328125,30.616947174072266,33.18296432495117,33.9541015625,39.50924301147461,33.70143508911133,34.277305603027344
3,36.230857849121094,38.67698669433594,37.003089904785156,35.99647521972656,30.868671417236328,35.271427154541016,35.22185516357422,38.03396224975586,34.58190155029297,33.495174407958984
4,35.813682556152344,38.55991744995117,37.16220474243164,35.314369201660156,31.205245971679688,34.52477264404297,34.43438720703125,39.1747932434082,34.14764404296875,35.462196350097656
5,36.146240234375,39.109764099121094,38.82255554199219,34.20424270629883,31.160110473632812,33.36222457885742,33.05640411376953,41.489463806152344,32.160194396972656,34.61775588989258
6,35.30365753173828,36.722900390625,37.77930450439453,34.519996643066406,29.67644691467285,36.17259979248047,33.26434326171875,40.95654296875,34.49210739135742,33.38796615600586
7,34.9618034362793,36.870826721191406,36.419227600097656,35.32856369018555,29.5064697265625,35.02119827270508,32.884483337402344,38.493404388427734,34.1542854309082,32.4698486328125
8,37.45606231689453,38.12654113769531,38.52162551879883,35.522727966308594,30.790203094482422,32.97331619262695,32.18943786621094,39.85820007324219,34.698028564453125,36.01372528076172
9,34.14830780029297,40.07111358642578,38.95958709716797,33.56837463378906,31.57033920288086,34.98810577392578,34.310264587402344,38.41997528076172,33.494720458984375,34.56498336791992
