,0,1,2,3,4,5,6,7,8,9
0,0.252976655960083,0.22186066210269928,0.2151089459657669,0.2508503198623657,0.2405553162097931,0.24075445532798767,0.21038709580898285,0.23458275198936462,0.25655168294906616,0.23608601093292236
1,0.2492264211177826,0.24032101035118103,0.23110803961753845,0.2997274100780487,0.24443945288658142,0.25280332565307617,0.26433196663856506,0.2443736493587494,0.26702821254730225,0.28253841400146484
2,0.22916938364505768,0.24732232093811035,0.21519938111305237,0.25868046283721924,0.26217806339263916,0.24025601148605347,0.25321078300476074,0.2600002884864807,0.24564434587955475,0.2409030646085739
3,0.23914483189582825,0.2103067934513092,0.21635481715202332,0.25022783875465393,0.2465142011642456,0.26690489053726196,0.23923814296722412,0.23180457949638367,0.2382286638021469,0.2555654048919678
4,0.2316509634256363,0.21628454327583313,0.23519060015678406,0.24950957298278809,0.2585700750350952,0.2763912081718445,0.23234902322292328,0.21567706763744354,0.23487350344657898,0.24586287140846252
5,0.2527134120464325,0.2247174084186554,0.2702438533306122,0.24877654016017914,0.26436442136764526,0.2524226903915405,0.230078786611557,0.22373783588409424,0.23786598443984985,0.23822399973869324
6,0.21846771240234375,0.22007718682289124,0.24246156215667725,0.2617866098880768,0.2709285616874695,0.2530037462711334,0.24313613772392273,0.2418539673089981,0.25401297211647034,0.22774291038513184
7,0.2545108199119568,0.2579391300678253,0.27060067653656006,0.27371299266815186,0.26212796568870544,0.240003764629364,0.26455414295196533,0.229985773563385,0.2609809637069702,0.2692440450191498
8,0.23647716641426086,0.21825841069221497,0.20936840772628784,0.2482316493988037,0.23663461208343506,0.281048059463501,0.2576119303703308,0.24833258986473083,0.25040310621261597,0.2592422366142273
9,0.28562119603157043,0.24360474944114685,0.2544984817504883,0.2520970404148102,0.260530948638916,0.2689697742462158,0.26267990469932556,0.24160011112689972,0.2576141953468323,0.23880718648433685
